Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Checkout Blocks Rule Trigger (product.metafields.checkoutblocks.trigger),Activity (product.metafields.custom.activity),Badges (product.metafields.custom.badges),Buckle Color (product.metafields.custom.buckle_color),Buckle Material  (product.metafields.custom.buckle_material_),Buckle Width (product.metafields.custom.buckle_width),Bundle (product.metafields.custom.bundle),image with text - text (product.metafields.custom.image_with_text_text),Packs (product.metafields.custom.packs),Other (product.metafields.custom.product),Product Category (product.metafields.custom.product_category),Product Feature (product.metafields.custom.product_feature),Season (product.metafields.custom.season),Shipping (product.metafields.custom.shipping),Sock Color (product.metafields.custom.sock_color),Style (product.metafields.custom.sock_height),Buckle Style (product.metafields.custom.style),Video (product.metafields.custom.video),Warranty (product.metafields.custom.warranty),Wool Info (product.metafields.custom.wool_info),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Hidden Product (product.metafields.seo.hidden),Accessory size (product.metafields.shopify.accessory-size),Activity (product.metafields.shopify.activity),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Brunei,Price / Brunei,Compare At Price / Brunei,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
forged-carbon-fiber-belt,,,,,,,,,Kodiak,,,Small(26-30),,,,,CF-Forged Carbon-Kodiak-30,170.6,shopify,25,deny,manual,132.99,,true,true,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,6,tan belt with carbon fiber buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonKodiakStrap_1.jpg?v=1731446876,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Kodiak,,,Medium(32-34),,,,,CF-Forged Carbon-Kodiak-34,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonKodiakStrap_1.jpg?v=1731446876,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Kodiak,,,Large(36-38),,,,,CF-Forged Carbon-Kodiak-38,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonKodiakStrap_1.jpg?v=1731446876,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Kodiak,,,X-Large(40-44),,,,,CF-Forged Carbon-Kodiak-44,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonKodiakStrap_1.jpg?v=1731446876,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Kodiak,,,XX-Large(46-50),,,,,CF-Forged Carbon-Kodiak-50,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonKodiakStrap_1.jpg?v=1731446876,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Electric Blue,,,Small(26-30),,,,,CF-Forged Carbon-Electric Blue-30,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonBluejayStrap_1.jpg?v=1731446878,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Electric Blue,,,Medium(32-34),,,,,CF-Forged Carbon-Electric Blue-34,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonBluejayStrap_1.jpg?v=1731446878,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Electric Blue,,,Large(36-38),,,,,CF-Forged Carbon-Electric Blue-38,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonBluejayStrap_1.jpg?v=1731446878,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Electric Blue,,,X-Large(40-44),,,,,CF-Forged Carbon-Electric Blue-44,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonBluejayStrap_1.jpg?v=1731446878,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Electric Blue,,,XX-Large(46-50),,,,,CF-Forged Carbon-Electric Blue-50,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonBluejayStrap_1.jpg?v=1731446878,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Slate Grey,,,Small(26-30),,,,,CF-Forged Carbon-Slate Grey-30,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Slate Grey,,,Medium(32-34),,,,,CF-Forged Carbon-Slate Grey-34,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Slate Grey,,,Large(36-38),,,,,CF-Forged Carbon-Slate Grey-38,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Slate Grey,,,X-Large(40-44),,,,,CF-Forged Carbon-Slate Grey-44,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,g,PC040108,,,,,,,,,,,,,,
forged-carbon-fiber-belt,,,,,,,,,Slate Grey,,,XX-Large(46-50),,,,,CF-Forged Carbon-Slate Grey-50,170.6,shopify,25,deny,manual,132.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/ForgedCarbonSlateStrap_1.jpg?v=1731446883,g,PC040108,,,,,,,,,,,,,,
narrow-honeycomb-gunmetal-belt,Narrow Honeycomb Gunmetal Belt,"<p>The Narrow Honeycomb Gunmetal Belt combines a distinctive honeycomb pattern with a durable gunmetal buckle. Built for both everyday wear and rugged outdoor adventures, this belt offers a secure fit and modern design. Its minimalist yet bold look makes it a versatile addition to any wardrobe.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Black,,Size,Small(26-30),,,,,NHON-Gunmetal-Black-30,99.02,shopify,79,deny,manual,53.00,,true,true,'00194794046426,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,1,honeycomb design gunmetal belt buckle with black belt swatch-image,false,Narrow Gunmetal Belt | Honeycomb Design by GRIP6,"Upgrade your style with the GRIP6 Narrow Gunmetal Belt featuring a unique honeycomb design. Sleek, durable, and perfect for any occasion.",,,,,,,,,,,,,,,,,Narrow,,,,,Belts,,,shipping,,,,,our-warranty,narrow-grip-6-buckles,,'33,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,g,PC040108,,true,,,true,,,true,,,true,,,active
narrow-honeycomb-gunmetal-belt,,,,,,,,,Black,,,Medium(32-34),,,,,NHON-Gunmetal-Black-34,99.02,shopify,79,deny,manual,53.00,,true,true,'00194794046440,https://cdn.shopify.com/s/files/1/1310/9209/files/Gunmetal-Standoff-Narrow-With-Graphics_c30c0d4d-41d3-41de-87ed-84ee5cac1345.png?v=1728606278,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,g,PC040108,,,,,,,,,,,,,,
narrow-honeycomb-gunmetal-belt,,,,,,,,,Black,,,Large(36-38),,,,,NHON-Gunmetal-Black-38,99.02,shopify,79,deny,manual,53.00,,true,true,'00194794046464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,g,PC040108,,,,,,,,,,,,,,
narrow-honeycomb-gunmetal-belt,,,,,,,,,Black,,,X-Large(40-44),,,,,NHON-Gunmetal-Black-44,99.02,shopify,79,deny,manual,53.00,,true,true,'00194794046495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,g,PC040108,,,,,,,,,,,,,,
narrow-honeycomb-gunmetal-belt,,,,,,,,,Black,,,XX-Large(46-50),,,,,NHON-Gunmetal-Black-50,99.02,shopify,79,deny,manual,53.00,,true,true,'00194794046525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/narcutout-1700-Edit_b47fcc26-929e-41be-ba8c-58c8c314ba0e.jpg?v=1708731853,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,Granite Belt,"<p>Elevate your style with the Classic Granite Belt. Featuring a sleek granite-gray strap and a minimalist buckle, this belt is designed for both durability and comfort. Perfect for any occasion, its versatile look transitions seamlessly from outdoor adventures to everyday wear.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Blue Jay,,Size,Small(26-30),,,,,C-Granite-BlueJay-30,147.6,shopify,120,deny,manual,49.99,,true,true,"",https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,1,blue belt with silver buckle,false,Granite Belt | Classic Web Belt in Granite Gray by GRIP6,"Add sleek style with the GRIP6 Granite Belt. Crafted with a durable web strap in a classic granite gray, perfect for versatile, everyday wear.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,FALSE,,,,,,,,,,,Standard,,,,,Belts,why-choose-a-grip-6-belt,,shipping,,,,,our-warranty,buckle-specs,FALSE,'478,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,g,PC040108,,true,,,true,,,true,,,true,,,active
classic-granite-belt,,,,,,,,,Blue Jay,,,Medium(32-34),,,,,C-Granite-BlueJay-34,147.6,shopify,120,deny,manual,49.99,,true,true,"",https://cdn.shopify.com/s/files/1/1310/9209/files/GRIP6-Belts-Mens-Classic-Silver-Grey-3_4e06f803-f1fe-4da1-9562-ebe025c7b9fb.jpg?v=1736786073,2,Men's Belt with Silver Buckle swatch image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Blue Jay,,,Large(36-38),,,,,C-Granite-BlueJay-38,147.6,shopify,120,deny,manual,49.99,,true,true,"",https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,3,black belt with silver buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Blue Jay,,,X-Large(40-44),,,,,C-Granite-BlueJay-44,147.6,shopify,120,deny,manual,49.99,,true,true,"",https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,4,grey belt with silver buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Blue Jay,,,XX-Large(46-50),,,,,C-Granite-BlueJay-50,147.6,shopify,120,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Granite-Blue-jay.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Jet,,,Small(26-30),,,,,C-Granite-Jet-30,147.6,shopify,120,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Jet,,,Medium(32-34),,,,,C-Granite-Jet-34,147.6,shopify,78,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Jet,,,Large(36-38),,,,,C-Granite-Jet-38,147.6,shopify,120,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Jet,,,X-Large(40-44),,,,,C-Granite-Jet-44,147.6,shopify,120,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Jet,,,XX-Large(46-50),,,,,C-Granite-Jet-50,147.6,shopify,120,deny,manual,49.99,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/GraniteNinja_1.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Titanium,,,Small(26-30),,,,,C-Granite-Titanium-30,148.6,shopify,120,deny,manual,49.99,,true,true,'00842990114325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Titanium,,,Medium(32-34),,,,,C-Granite-Titanium-34,149.6,shopify,120,deny,manual,49.99,,true,true,'00842990114349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Titanium,,,Large(36-38),,,,,C-Granite-Titanium-38,150.6,shopify,120,deny,manual,49.99,,true,true,'00842990114363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Titanium,,,X-Large(40-44),,,,,C-Granite-Titanium-44,151.6,shopify,120,deny,manual,49.99,,true,true,'00842990114394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
classic-granite-belt,,,,,,,,,Titanium,,,XX-Large(46-50),,,,,C-Granite-Titanium-50,152.6,shopify,120,deny,manual,49.99,,true,true,'00842990188630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/Grantie-Titanium.jpg?v=1736786073,g,PC040108,,,,,,,,,,,,,,
narrow-classic-granite-belt,Narrow Granite Belt,"<p>Introducing the Narrow Classic Granite Belt, a sleek and durable belt designed for everyday wear and outdoor adventures. With its minimalist buckle and granite-colored strap, this belt offers a secure fit and timeless style. Perfect for those who prefer a refined yet rugged look.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Black,,Size,Small(26-30),,,,,NC-Granite-Black-30,113.53,shopify,122,deny,manual,46.00,,true,true,'00194794044972,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,1,black belt with silver buckle swatch-image,false,Men's Narrow Belt | Classic Granite Belt by GRIP6,"Upgrade your style with the GRIP6 Narrow Granite Belt. Designed for comfort and durability, this sleek men's belt is perfect for any occasion.",,,,,,,,,,,,,,,,,Narrow,,,,,Belts,why-choose-a-grip-6-belt,,shipping,,,,,our-warranty,narrow-grip-6-buckles,,'343,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,g,PC040108,,true,,,true,,,true,,,true,,,active
narrow-classic-granite-belt,,,,,,,,,Black,,,Large(36-38),,,,,NC-Granite-Black-38,113.53,shopify,122,deny,manual,46.00,,true,true,'00194794045023,https://cdn.shopify.com/s/files/1/1310/9209/files/silver_granite_alt2-1_1d617362-596a-47b3-960d-65cf71231390.jpg?v=1728606258,2,silver belt buckle in front of black belt strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,g,PC040108,,,,,,,,,,,,,,
narrow-classic-granite-belt,,,,,,,,,Black,,,X-Large(40-44),,,,,NC-Granite-Black-44,113.53,shopify,122,deny,manual,46.00,,true,true,'00194794045054,https://cdn.shopify.com/s/files/1/1310/9209/files/GRIP6_Belts_Mens_Narrow_Classic_Silver_Grey_1_59abb3b0-b384-49fc-aba9-8b529fba00f7.jpg?v=1728606258,3,man wearing grey belt with silver buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,g,PC040108,,,,,,,,,,,,,,
narrow-classic-granite-belt,,,,,,,,,Black,,,Medium(32-34),,,,,NC-Granite-Black-34,113.53,shopify,122,deny,manual,46.00,,true,true,'00194794045009,https://cdn.shopify.com/s/files/1/1310/9209/files/Gunmetal-Standoff-Narrow-With-Graphics_c8479764-8549-45e6-a263-2e6e780dcb65.png?v=1728606258,4,GRIP6 Belts Standard vs Narrow buckle comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,g,PC040108,,,,,,,,,,,,,,
narrow-classic-granite-belt,,,,,,,,,Black,,,XX-Large(46-50),,,,,NC-Granite-Black-50,113.53,shopify,122,deny,manual,46.00,,true,true,'00194794045085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/products/silver_black_hero_123e6161-a592-401f-baa7-bd58421bee2a.jpg?v=1708731823,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,Ninja Belt,"<p>Meet the Classic Black Belt, where timeless design meets unmatched durability. Crafted with a minimalist buckle and a sleek black strap, this belt is built to withstand daily wear. Perfect for every occasion, it offers a secure, comfortable fit, making it an essential for the modern adventurer.</p>",GRIP6,Apparel & Accessories > Clothing Accessories > Belts,Belt,"Belt, Complete Belt, Pack Builder, Redesign",true,Color,Jet,,Size,Small(26-30),,,,,C-Ninja-Jet-30,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112918,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,1,black slim belt buckle with black belt strap,false,"Ninja Belt by GRIP6 | Sleek, Adjustable, and Ultra-Comfortable","Meet the GRIP6 Ninja Belt: Lightweight, fully adjustable, and hole-free for a sleek look and perfect fit. Elevate your style with this minimalist classic.",Apparel & Accessories > Clothing Accessories > Belts,male,adult,,new,FALSE,,,,,,,,,,,Standard,,,,,Belts,,,shipping,,,,,our-warranty,buckle-specs,FALSE,'2816,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,g,PC040108,,true,,,true,,,true,,,true,,,active
classic-black-belt,,,,,,,,,Jet,,,Medium(32-34),,,,,C-Ninja-Jet-34,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112949,https://cdn.shopify.com/s/files/1/1310/9209/files/HowtoPutonaaGRIP6Belt_75c1aa87-367d-45d1-9142-5cbc46afb721.gif?v=1736877242,2,How to Put on a GRIP6 Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Jet,,,Large(36-38),,,,,C-Ninja-Jet-38,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112963,https://cdn.shopify.com/s/files/1/1310/9209/files/1-SB-Ninja-MS-CUB-1.5.jpg?v=1736877242,3,black minimalist belt buckle with tan belt strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Jet,,,X-Large(40-44),,,,,C-Ninja-Jet-44,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112994,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-BlueJay-1.5.jpg?v=1736877242,4,black belt buckle with blue belt strap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Jet,,,XX-Large(46-50),,,,,C-Ninja-Jet-50,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990189033,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5-2.jpg?v=1736877242,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-JET-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Blue Jay,,,Small(26-30),,,,,C-Ninja-BlueJay-30,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112628,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-ninja-MS-TTM-1.5.jpg?v=1728592098,6,grey belt with black buckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-BlueJay-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Blue Jay,,,Medium(32-34),,,,,C-Ninja-BlueJay-34,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-BlueJay-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
classic-black-belt,,,,,,,,,Blue Jay,,,Large(36-38),,,,,C-Ninja-BlueJay-38,145.58,shopify,56,deny,manual,49.99,,true,true,'00842990112666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1310/9209/files/SB-Ninja-MS-BlueJay-1.5.jpg?v=1736877242,g,PC040108,,,,,,,,,,,,,,
